#FILE,SEQUENCE,START,END,STRAND,GENE,COVERAGE,COVERAGE_MAP,GAPS,%COVERAGE,%IDENTITY,DATABASE,ACCESSION,PRODUCT,RESISTANCE
FSBL2258_hybracter.fasta,chromosome00001,3684437,3686080,+,yagW/ecpD,1-1644/1644,===============,0/0,100,99.15,vfdb,NP_286007,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2258_hybracter.fasta,chromosome00001,3686004,3686757,+,yagV/ecpE,1-754/756,===============,0/0,99.74,98.41,vfdb,NP_286006,(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSBL2258_hybracter.fasta,chromosome00001,3690374,3694505,+,vat,1-4131/4131,========/======,01-Jan,100,99.69,vfdb,NP_752330,(vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4119538,4120449,-,fimH,1-912/912,===============,0/0,100,97.15,vfdb,NP_757248,(fimH) FimH protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4120460,4120963,-,fimG,1-504/504,===============,0/0,100,98.02,vfdb,NP_757247,(fimG) FimG protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4120976,4121509,-,fimF,1-534/534,===============,0/0,100,97.38,vfdb,NP_757245,(fimF) FimF protein precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4121516,4124152,-,fimD,1-2637/2637,===============,0/0,100,98.26,vfdb,NP_757244,(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4124219,4124944,-,fimC,1-726/726,===============,0/0,100,98.48,vfdb,NP_757243,(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4124981,4125520,-,fimI,1-540/540,===============,0/0,100,98.33,vfdb,NP_757242,(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4125585,4126190,-,fimA,1-606/606,===============,0/0,100,92.24,vfdb,NP_757241,(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4126615,4127211,-,fimE,1-597/597,===============,0/0,100,98.66,vfdb,NP_757240,(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4127689,4128291,-,fimB,1-603/603,===============,0/0,100,98.18,vfdb,NP_757239,(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSBL2258_hybracter.fasta,chromosome00001,4838411,4839839,+,aslA,1-1428/1428,========/======,01-Jan,100,98.46,vfdb,AAG10151,(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218],
FSBL2258_hybracter.fasta,plasmid00001,25071,26209,+,senB,2-1140/1140,===============,0/0,99.91,99.74,vfdb,YP_406304,(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301],
FSBL2265_hybracter.fasta,chromosome00001,1798754,1800775,-,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1800906,1802483,-,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1802487,1803290,-,ybtT,1-804/804,===============,0/0,100,99.75,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1803287,1804387,-,ybtU,1-1101/1101,===============,0/0,100,99.64,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1804384,1813875,-,irp1,1-9492/9492,===============,0/0,100,99.81,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1813963,1820070,-,irp2,1-6108/6108,===============,0/0,100,99.79,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1820261,1821220,-,ybtA,1-960/960,===============,0/0,100,99.9,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1821387,1823189,+,ybtP,1-1803/1803,===============,0/0,100,99.72,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1823176,1824978,+,ybtQ,1-1803/1803,===============,0/0,100,99.89,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1824971,1826251,+,ybtX,1-1281/1281,===============,0/0,100,97.66,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,1826279,1827583,+,ybtS,1-1305/1305,===============,0/0,100,97.55,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSBL2265_hybracter.fasta,chromosome00001,4166535,4167118,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC0558_hybracter.fasta,chromosome00001,3999507,4000090,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1386_hybracter.fasta,chromosome00001,2172936,2173519,-,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1386_hybracter.fasta,chromosome00001,5181407,5183428,-,fyuA,1-2022/2022,===============,0/0,100,99.8,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5183559,5185136,-,ybtE,1-1578/1578,===============,0/0,100,99.87,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5185140,5185943,-,ybtT,1-804/804,===============,0/0,100,99.63,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5185940,5187040,-,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5187037,5196528,-,irp1,1-9492/9492,===============,0/0,100,99.82,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5196616,5202723,-,irp2,1-6108/6108,===============,0/0,100,99.79,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5202914,5203873,-,ybtA,1-960/960,===============,0/0,100,99.9,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5204040,5205842,+,ybtP,1-1803/1803,===============,0/0,100,99.78,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5205829,5207631,+,ybtQ,1-1803/1803,===============,0/0,100,99.78,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5207624,5208904,+,ybtX,1-1281/1281,===============,0/0,100,99.92,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1386_hybracter.fasta,chromosome00001,5208932,5210236,+,ybtS,1-1305/1305,===============,0/0,100,99.69,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,482576,483880,-,ybtS,1-1305/1305,===============,0/0,100,99.92,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,483908,485188,-,ybtX,1-1281/1281,===============,0/0,100,99.92,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,485181,486983,-,ybtQ,1-1803/1803,===============,0/0,100,99.94,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,486970,488772,-,ybtP,1-1803/1803,===============,0/0,100,99.83,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,488939,489898,+,ybtA,1-960/960,===============,0/0,100,99.9,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,490089,496196,+,irp2,1-6108/6108,===============,0/0,100,99.82,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,496284,505775,+,irp1,1-9492/9492,===============,0/0,100,99.83,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,505772,506872,+,ybtU,1-1101/1101,===============,0/0,100,100,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,506869,507672,+,ybtT,1-804/804,===============,0/0,100,99.25,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,507676,509253,+,ybtE,1-1578/1578,===============,0/0,100,99.94,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,509384,511405,+,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1448_flye.fasta,contig_1,3422584,3423167,+,yagZ/ecpA,1-584/588,===============,0/0,99.32,90.07,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,1,3354,5030,+,kpsD,1-1677/1677,===============,0/0,100,99.05,vfdb,AAA21682,(kpsD) KpsD [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC1654_unicycler.fasta,1,15692,16351,-,kpsT,1-660/660,===============,0/0,100,100,vfdb,AAA24047,(kpsT) KpsT [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC1654_unicycler.fasta,1,16348,17124,-,kpsM,1-777/777,===============,0/0,100,99.87,vfdb,AAA24046,(kpsM) KpsM [K1 capsule (VF0239)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC1654_unicycler.fasta,1,18184,18605,-,gspM,1-422/423,===============,0/0,99.76,93.6,vfdb,YP_404609,(gspM) general secretion pathway protein M [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,18721,19581,-,gspL,1-861/861,===============,0/0,100,94.77,vfdb,YP_404608,(gspL) general secretion pathway protein L [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,19896,20873,-,gspK,1-978/978,===============,0/0,100,96.63,vfdb,YP_404607,(gspK) general secretion pathway protein K [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,20870,21439,-,gspJ,1-570/570,===============,0/0,100,94.39,vfdb,YP_404606,(gspJ) general secretion pathway protein J [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,21472,21843,-,gspI,1-372/372,===============,0/0,100,92.2,vfdb,YP_404605,(gspI) general secretion pathway protein I [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,21840,22370,-,gspH,1-531/531,===============,0/0,100,94.73,vfdb,YP_404604,(gspH) general secretion pathway protein H [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,22407,22862,-,gspG,1-456/456,===============,0/0,100,96.05,vfdb,YP_404603,(gspG) general secretion pathway protein G [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,22903,24102,-,gspF,1-1200/1200,===============,0/0,100,94.17,vfdb,YP_404602,(gspF) general secretion pathway protein F [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,24102,25595,-,gspE,1-1494/1494,===============,0/0,100,94.91,vfdb,YP_404601,(gspE) general secretion pathway protein E [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,25595,27445,-,gspD,1-1836/1836,========/======,Jan-15,100,96.06,vfdb,YP_404600,(gspD) general secretion pathway protein D [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,27685,28515,-,gspC,1-831/831,===============,0/0,100,93.86,vfdb,YP_404599,(gspC) general secretion pathway protein C [T2SS (VF0333)] [Shigella dysenteriae Sd197],
FSFC1654_unicycler.fasta,1,577240,578268,-,chuS,1-1029/1029,===============,0/0,100,99.51,vfdb,NP_756169,(chuS) heme oxygenase ChuS [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,578317,580263,-,chuA,1-1947/1947,===============,0/0,100,99.69,vfdb,NP_756170,(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,580905,581897,+,chuT,1-993/993,===============,0/0,100,99.7,vfdb,NP_756175,(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,581917,583254,+,chuW,1-1338/1338,===============,0/0,100,99.1,vfdb,NP_756176,(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,583267,583761,+,chuX,1-495/495,===============,0/0,100,100,vfdb,NP_756177,(chuX) putative heme-binding protein ChuX [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,583761,584384,+,chuY,1-624/624,===============,0/0,100,98.4,vfdb,NP_756178,(chuY) ChuY [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,584433,585425,+,chuU,1-993/993,===============,0/0,100,99.5,vfdb,NP_756179,(chuU) heme permease protein ChuU [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,585392,586192,+,chuV,1-801/801,===============,0/0,100,99.75,vfdb,NP_756180,(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,1,935462,936890,-,aslA,1-1428/1428,========/======,01-Jan,100,98.46,vfdb,AAG10151,(aslA) putative arylsulfatase [AslA (VF0238)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC1654_unicycler.fasta,14,948,2086,-,senB,2-1140/1140,===============,0/0,99.91,99.74,vfdb,YP_406304,(senB) enterotoxin [ShET2 (VF0258)] [Shigella flexneri 2a str. 301],
FSFC1654_unicycler.fasta,2,15212,16516,-,ybtS,1-1305/1305,===============,0/0,100,99.77,vfdb,NP_405477,(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,16544,17824,-,ybtX,1-1281/1281,===============,0/0,100,99.61,vfdb,NP_405476,(ybtX) putative signal transducer [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,17817,19619,-,ybtQ,1-1803/1803,===============,0/0,100,99.78,vfdb,NP_405475,(ybtQ) inner membrane ABC-transporter YbtQ [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,19606,21408,-,ybtP,1-1803/1803,===============,0/0,100,99.61,vfdb,NP_405474,(ybtP) lipoprotein inner membrane ABC-transporter [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,21575,22534,+,ybtA,1-960/960,===============,0/0,100,99.48,vfdb,NP_405473,(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,22725,28829,+,irp2,1-6106/6108,========/======,01-Jan,99.95,98.87,vfdb,NP_405472,(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,28919,38410,+,irp1,1-9492/9492,===============,0/0,100,99.33,vfdb,NP_405471,(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,38407,39507,+,ybtU,1-1101/1101,===============,0/0,100,99.73,vfdb,NP_405470,(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,39504,40307,+,ybtT,1-804/804,===============,0/0,100,99.5,vfdb,NP_405469,(ybtT) yersiniabactin biosynthetic protein YbtT [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,40311,41888,+,ybtE,1-1578/1578,===============,0/0,100,99.81,vfdb,NP_405468,(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,42019,44040,+,fyuA,1-2022/2022,===============,0/0,100,99.95,vfdb,NP_405467,(fyuA) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136)] [Yersinia pestis CO92],
FSFC1654_unicycler.fasta,2,1081268,1081819,-,papX,1-552/552,===============,0/0,100,97.46,vfdb,NP_755457,(papX) PapX protein regulates flagellum synthesis to repress motility [P fimbriae (CVF425)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,2,1083593,1083906,-,papB,1-315/315,========/======,01-Jan,99.68,98.41,vfdb,,(papB) regulatory protein PapB [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,2,1084311,1084544,+,papI,1-234/234,===============,0/0,100,94.87,vfdb,NP_755468,(papI) regulatory protein PapI [P fimbriae (VF0220)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,2,1093011,1094792,+,iucA,1-1782/1782,===============,0/0,100,99.83,vfdb,NP_709454,(iucA) aerobactin synthesis protein IucA [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSFC1654_unicycler.fasta,2,1094793,1095740,+,iucB,1-948/948,===============,0/0,100,99.79,vfdb,NP_709455,(iucB) aerobactin synthesis protein IucB [Aerobactin (VF0123)] [Shigella flexneri 2a str. 301],
FSFC1654_unicycler.fasta,2,1095740,1097482,+,iucC,1-1743/1743,===============,0/0,100,98.16,vfdb,NP_755500,(iucC) aerobactin siderophore biosynthesis protein IucC [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,2,1097479,1098800,+,iucD,1-1323/1338,========/======,01-Jan,98.8,96.3,vfdb,NP_755499,(iucD) L-lysine 6-monooxygenase IucD [Aerobactin (VF0229)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,2,1101974,1105874,+,sat,1-3900/3900,========/======,01-Jan,100,99.49,vfdb,NP_755494,(sat) Aecreted auto transpoter toxin [Sat (VF0231)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,106089,110220,-,vat,1-4131/4131,========/======,01-Jan,100,99.69,vfdb,NP_752330,(vat) Haemoglobin protease [Tsh (VF0233)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,113837,114590,-,yagV/ecpE,1-754/756,===============,0/0,99.74,98.41,vfdb,NP_286006,(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,114514,116157,-,yagW/ecpD,1-1644/1644,===============,0/0,100,99.15,vfdb,NP_286007,(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,116147,118672,-,yagX/ecpC,1-2526/2526,===============,0/0,100,97.66,vfdb,NP_286008,(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,118698,119366,-,yagY/ecpB,1-669/669,===============,0/0,100,98.06,vfdb,NP_286009,(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,119423,120010,-,yagZ/ecpA,1-588/588,===============,0/0,100,98.47,vfdb,NP_286010,(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,120085,120675,-,ykgK/ecpR,1-591/591,===============,0/0,100,99.32,vfdb,NP_286011,(ykgK/ecpR) regulator protein EcpR [ECP (VF0404)] [Escherichia coli O157:H7 str. EDL933],
FSFC1654_unicycler.fasta,3,129928,134178,+,fdeC,1-4251/4251,===============,0/0,100,99.62,vfdb,YP_002390132,(fdeC) adhesin FdeC [FdeC (VF0506)] [Escherichia coli O45:K1:H7 str. S88],
FSFC1654_unicycler.fasta,3,403535,404196,-,entD,1-662/771,=============..,0/0,85.86,92.75,vfdb,NP_752599,(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,404221,406461,-,fepA,1-2241/2241,===============,0/0,100,98.88,vfdb,NP_752600,(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,406704,407906,+,fes,1-1203/1203,===============,0/0,100,99.83,vfdb,NP_752602,(fes) enterobactin/ferric enterobactin esterase [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,408124,411977,+,entF,1-3854/3882,===============,0/0,99.28,98.36,vfdb,NP_752604,(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,413351,414166,-,fepC,1-816/816,===============,0/0,100,99.39,vfdb,NP_752606,(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,414163,415155,-,fepG,1-993/993,===============,0/0,100,99.8,vfdb,NP_752607,(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,415152,416168,-,fepD,1-1017/1017,===============,0/0,100,99.51,vfdb,NP_752608,(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,416267,417517,+,entS,1-1251/1251,===============,0/0,100,98.8,vfdb,NP_752609,(entS) enterobactin exporter iron-regulated [enterobactin (IA019)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,417521,418477,-,fepB,1-957/957,===============,0/0,100,99.79,vfdb,NP_752610,(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,418654,419841,+,entC,1-1188/1188,===============,0/0,100,99.66,vfdb,NP_752611,(entC) isochorismate synthase 1 [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,419851,421461,+,entE,1-1611/1611,===============,0/0,100,99.13,vfdb,NP_752612,(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,421475,422332,+,entB,1-858/858,===============,0/0,100,99.18,vfdb,NP_752613,(entB) isochorismatase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,422332,423078,+,entA,1-747/747,===============,0/0,100,98.39,vfdb,NP_752614,(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase [Enterobactin (VF0228)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,3,780798,781838,-,ompA,1-1041/1041,===============,0/0,100,99.52,vfdb,AAF37887,(ompA) outer membrane protein A [OmpA (VF0236)] [Escherichia coli O18:K1:H7 str. RS218],
FSFC1654_unicycler.fasta,5,53365,53967,+,fimB,1-603/603,===============,0/0,100,98.18,vfdb,NP_757239,(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,54445,55041,+,fimE,1-597/597,===============,0/0,100,98.66,vfdb,NP_757240,(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,55466,56071,+,fimA,1-606/606,===============,0/0,100,92.24,vfdb,NP_757241,(fimA) Type-1 fimbrial protein A chain precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
FSFC1654_unicycler.fasta,5,56136,56675,+,fimI,1-540/540,===============,0/0,100,98.33,vfdb,NP_757242,(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221)] [Escherichia coli CFT073],
